epoch,split,group_type,group_name,auc,model_name,seed,run_id
0,val,label,No Finding,0.7379861415317832,104612_efficientnet_b4,42,20260209
0,val,label,Enlarged Cardiomediastinum,0.5157232318208058,104612_efficientnet_b4,42,20260209
0,val,label,Cardiomegaly,0.6017173798345383,104612_efficientnet_b4,42,20260209
0,val,label,Lung Opacity,0.6535592570402231,104612_efficientnet_b4,42,20260209
0,val,label,Lung Lesion,0.5758544449204647,104612_efficientnet_b4,42,20260209
0,val,label,Edema,0.7302445110341927,104612_efficientnet_b4,42,20260209
0,val,label,Consolidation,0.5398495064335478,104612_efficientnet_b4,42,20260209
0,val,label,Pneumonia,0.538631666984698,104612_efficientnet_b4,42,20260209
0,val,label,Atelectasis,0.5420353323710487,104612_efficientnet_b4,42,20260209
0,val,label,Pneumothorax,0.6013771694441242,104612_efficientnet_b4,42,20260209
0,val,label,Pleural Effusion,0.7370268223043729,104612_efficientnet_b4,42,20260209
0,val,label,Pleural Other,0.554861718094148,104612_efficientnet_b4,42,20260209
0,val,label,Fracture,0.5472279627884081,104612_efficientnet_b4,42,20260209
0,val,label,Support Devices,0.7570136753990508,104612_efficientnet_b4,42,20260209
0,val,gender,sex=0,0.6194005048453702,104612_efficientnet_b4,42,20260209
0,val,gender,sex=1,0.6124068646370768,104612_efficientnet_b4,42,20260209
0,val,age_bin,18-27,0.635159608813779,104612_efficientnet_b4,42,20260209
0,val,age_bin,28-37,0.6344154283747809,104612_efficientnet_b4,42,20260209
0,val,age_bin,38-47,0.6331808242530391,104612_efficientnet_b4,42,20260209
0,val,age_bin,48-57,0.6126742543073854,104612_efficientnet_b4,42,20260209
0,val,age_bin,58-67,0.6207768226697532,104612_efficientnet_b4,42,20260209
0,val,age_bin,68-77,0.6044813828794962,104612_efficientnet_b4,42,20260209
0,val,age_bin,78-87,0.5907457572456737,104612_efficientnet_b4,42,20260209
0,val,age_bin,88-97,0.579367467100559,104612_efficientnet_b4,42,20260209
1,val,label,No Finding,0.7626094856300037,104612_efficientnet_b4,42,20260209
1,val,label,Enlarged Cardiomediastinum,0.5175067655939354,104612_efficientnet_b4,42,20260209
1,val,label,Cardiomegaly,0.6260028853298211,104612_efficientnet_b4,42,20260209
1,val,label,Lung Opacity,0.6568444346235205,104612_efficientnet_b4,42,20260209
1,val,label,Lung Lesion,0.6023798875647532,104612_efficientnet_b4,42,20260209
1,val,label,Edema,0.7391204622784947,104612_efficientnet_b4,42,20260209
1,val,label,Consolidation,0.5671429664049014,104612_efficientnet_b4,42,20260209
1,val,label,Pneumonia,0.5773439869131425,104612_efficientnet_b4,42,20260209
1,val,label,Atelectasis,0.5730447372988646,104612_efficientnet_b4,42,20260209
1,val,label,Pneumothorax,0.6310288060663067,104612_efficientnet_b4,42,20260209
1,val,label,Pleural Effusion,0.7400951866469373,104612_efficientnet_b4,42,20260209
1,val,label,Pleural Other,0.6179033335088793,104612_efficientnet_b4,42,20260209
1,val,label,Fracture,0.554149720083875,104612_efficientnet_b4,42,20260209
1,val,label,Support Devices,0.7581750917907326,104612_efficientnet_b4,42,20260209
1,val,gender,sex=0,0.6380247788506869,104612_efficientnet_b4,42,20260209
1,val,gender,sex=1,0.6358060390208948,104612_efficientnet_b4,42,20260209
1,val,age_bin,18-27,0.6615389986428302,104612_efficientnet_b4,42,20260209
1,val,age_bin,28-37,0.6589868382134779,104612_efficientnet_b4,42,20260209
1,val,age_bin,38-47,0.6558897587856026,104612_efficientnet_b4,42,20260209
1,val,age_bin,48-57,0.6376863565255917,104612_efficientnet_b4,42,20260209
1,val,age_bin,58-67,0.6411991966469462,104612_efficientnet_b4,42,20260209
1,val,age_bin,68-77,0.6247491794588835,104612_efficientnet_b4,42,20260209
1,val,age_bin,78-87,0.6022668626961307,104612_efficientnet_b4,42,20260209
1,val,age_bin,88-97,0.5826967589812417,104612_efficientnet_b4,42,20260209
2,val,label,No Finding,0.7706386429516703,104612_efficientnet_b4,42,20260209
2,val,label,Enlarged Cardiomediastinum,0.522840195865167,104612_efficientnet_b4,42,20260209
2,val,label,Cardiomegaly,0.6378263614072732,104612_efficientnet_b4,42,20260209
2,val,label,Lung Opacity,0.6585801367735958,104612_efficientnet_b4,42,20260209
2,val,label,Lung Lesion,0.6076272438811416,104612_efficientnet_b4,42,20260209
2,val,label,Edema,0.7438182755102485,104612_efficientnet_b4,42,20260209
2,val,label,Consolidation,0.580798304915269,104612_efficientnet_b4,42,20260209
2,val,label,Pneumonia,0.5742657849444299,104612_efficientnet_b4,42,20260209
2,val,label,Atelectasis,0.5854613669545863,104612_efficientnet_b4,42,20260209
2,val,label,Pneumothorax,0.654569799939915,104612_efficientnet_b4,42,20260209
2,val,label,Pleural Effusion,0.7428960988024002,104612_efficientnet_b4,42,20260209
2,val,label,Pleural Other,0.6167079199668286,104612_efficientnet_b4,42,20260209
2,val,label,Fracture,0.564478681032499,104612_efficientnet_b4,42,20260209
2,val,label,Support Devices,0.7589683578883225,104612_efficientnet_b4,42,20260209
2,val,gender,sex=0,0.6464705794901144,104612_efficientnet_b4,42,20260209
2,val,gender,sex=1,0.6412675245595795,104612_efficientnet_b4,42,20260209
2,val,age_bin,18-27,0.6686713359618972,104612_efficientnet_b4,42,20260209
2,val,age_bin,28-37,0.6650774310755908,104612_efficientnet_b4,42,20260209
2,val,age_bin,38-47,0.6623189060850765,104612_efficientnet_b4,42,20260209
2,val,age_bin,48-57,0.6455811465378553,104612_efficientnet_b4,42,20260209
2,val,age_bin,58-67,0.6429253455272644,104612_efficientnet_b4,42,20260209
2,val,age_bin,68-77,0.6289938600148709,104612_efficientnet_b4,42,20260209
2,val,age_bin,78-87,0.6120033585862936,104612_efficientnet_b4,42,20260209
2,val,age_bin,88-97,0.586865009792313,104612_efficientnet_b4,42,20260209
3,val,label,No Finding,0.8396863442543737,104612_efficientnet_b4,42,20260209
3,val,label,Enlarged Cardiomediastinum,0.5927722704140428,104612_efficientnet_b4,42,20260209
3,val,label,Cardiomegaly,0.7549301091568931,104612_efficientnet_b4,42,20260209
3,val,label,Lung Opacity,0.6920515944243566,104612_efficientnet_b4,42,20260209
3,val,label,Lung Lesion,0.6915322102617603,104612_efficientnet_b4,42,20260209
3,val,label,Edema,0.7942074477844697,104612_efficientnet_b4,42,20260209
3,val,label,Consolidation,0.6696839049062631,104612_efficientnet_b4,42,20260209
3,val,label,Pneumonia,0.6582755854092032,104612_efficientnet_b4,42,20260209
3,val,label,Atelectasis,0.6381084471738953,104612_efficientnet_b4,42,20260209
3,val,label,Pneumothorax,0.7479438972055475,104612_efficientnet_b4,42,20260209
3,val,label,Pleural Effusion,0.8309864081712399,104612_efficientnet_b4,42,20260209
3,val,label,Pleural Other,0.734997454583607,104612_efficientnet_b4,42,20260209
3,val,label,Fracture,0.6506341628631227,104612_efficientnet_b4,42,20260209
3,val,label,Support Devices,0.7956964993002733,104612_efficientnet_b4,42,20260209
3,val,gender,sex=0,0.7191091598528858,104612_efficientnet_b4,42,20260209
3,val,gender,sex=1,0.7221984012578039,104612_efficientnet_b4,42,20260209
3,val,age_bin,18-27,0.7435202705678261,104612_efficientnet_b4,42,20260209
3,val,age_bin,28-37,0.7443495280939658,104612_efficientnet_b4,42,20260209
3,val,age_bin,38-47,0.7359828049476221,104612_efficientnet_b4,42,20260209
