epoch,split,group_type,group_name,auc,model_name,seed,run_id,__run_folder,__file,__path
0,val,label,No Finding,0.8056675612071597,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,label,Enlarged Cardiomediastinum,0.5689290977723948,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,label,Cardiomegaly,0.7014100463405974,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,label,Lung Opacity,0.6756793176680225,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,label,Lung Lesion,0.6738437358965387,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,label,Edema,0.7661819747945376,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,label,Consolidation,0.6409757663408009,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,label,Pneumonia,0.643527886243278,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,label,Atelectasis,0.6202615860210936,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,label,Pneumothorax,0.7307682583693195,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,label,Pleural Effusion,0.7768199176854959,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,label,Pleural Other,0.7245771689825805,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,label,Fracture,0.6316895358246795,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,label,Support Devices,0.7786675300934175,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,gender,sex=0,0.6976601794924961,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,gender,sex=1,0.6927820375252179,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,age_bin,18-27,0.7184745754109081,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,age_bin,28-37,0.7165096693959728,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,age_bin,38-47,0.7086474752739873,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,age_bin,48-57,0.7005666408514027,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,age_bin,58-67,0.6910179275324765,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,age_bin,68-77,0.6815403697443326,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,age_bin,78-87,0.6654970122422087,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
0,val,age_bin,88-97,0.6375655040664912,192713_convnext_t,42,20260208,20260208_192713_convnext_t_seed42,auc_by_epoch.csv,data_res\20260208_192713_convnext_t_seed42\auc_by_epoch.csv
